max,max_diff,loss,gradnorm,y_true,y_pred
0.9929013848304749,0.9882329702377319,0.007123903371393681,0.30709254459930685,2,2
0.9904162883758545,0.9815305471420288,0.009629939682781696,0.40294378918591806,2,2
0.9962882995605469,0.9945394992828369,0.0037186061963438988,0.1200935507635788,5,5
0.8583139777183533,0.7934485077857971,0.1527853161096573,5.934919786952898,5,5
0.636158287525177,0.4178600609302521,0.4523078501224518,9.91931475597565,9,9
0.9876149892807007,0.9804246425628662,0.012462361715734005,0.3772175877220208,7,7
0.9723167419433594,0.9606187343597412,0.028073690831661224,1.1435251244302416,2,2
0.9966122508049011,0.9944400191307068,0.003393488470464945,0.12678367837537138,7,7
0.9543625116348267,0.9297842979431152,0.04671167582273483,1.727223454001268,3,3
0.9807902574539185,0.9633468389511108,0.01939663104712963,0.9808068930147583,4,4
0.9674044847488403,0.9527518153190613,0.033138591796159744,1.1829694541590994,1,1
0.948957085609436,0.9302307367324829,5.929920196533203,47.05210564903788,1,2
0.9909936785697937,0.9859748482704163,0.009047109633684158,0.3381561560889207,8,8
0.9685197472572327,0.9586701989173889,0.03198642283678055,0.9188832463579265,3,3
0.960962176322937,0.9355525374412537,0.03982021287083626,1.3252878213856543,7,7
0.6580799221992493,0.5151943564414978,0.418428897857666,8.379278628345213,4,4
0.9717166423797607,0.9574418663978577,0.028691064566373825,1.163710246292815,3,3
0.9998868703842163,0.9998541474342346,0.00011312322021694854,0.004444367471478104,0,0
0.9881177544593811,0.9821979999542236,0.011953390203416348,0.42017295582066766,2,2
0.9967705011367798,0.9942899346351624,0.00323475175537169,0.11590953795129882,6,6
0.9863473176956177,0.9809512495994568,0.013746708631515503,0.4546837411866311,5,5
0.95052570104599,0.9288090467453003,0.0507400706410408,1.831612775271288,2,2
0.7453479766845703,0.5680965185165405,0.2939041256904602,7.168377596575587,6,6
0.9868689179420471,0.9816828966140747,0.013218038715422153,0.43680602278333824,1,1
0.9923225045204163,0.9854716658592224,0.007707144599407911,0.33307668229735493,4,4
0.7797207832336426,0.6638579964637756,0.24881941080093384,7.4538526587973255,6,6
0.9702281355857849,0.9442251324653625,0.030224042013287544,1.1687640933850887,1,1
0.995597779750824,0.9937448501586914,0.0044119637459516525,0.1442005258286786,6,6
0.492422491312027,0.21640121936798096,1.287277340888977,28.26370317161583,9,4
0.7468063235282898,0.6232122182846069,0.29194942116737366,7.466931172307875,0,0
0.8827362060546875,0.8146933913230896,0.12472883611917496,5.038265070944651,5,5
0.9891921877861023,0.9840748906135559,0.01086663268506527,0.4190060304788992,5,5
0.984535276889801,0.9754211902618408,0.015585524030029774,0.5821545379666276,8,8
0.9959099292755127,0.9941049814224243,0.0040984689258039,0.1522444653724696,8,8
0.9967502355575562,0.9951267242431641,0.0032550706528127193,0.10146976487077702,4,4
0.9859429597854614,0.9791043400764465,0.014156749472022057,0.529900631076448,0,0
0.9658023715019226,0.9383636116981506,0.034796033054590225,1.7508537336110013,9,9
0.8595748543739319,0.8033684492111206,0.15131738781929016,5.610712752909397,8,8
0.999504804611206,0.999365508556366,0.0004953111056238413,0.020025686454042898,7,7
0.9761723279953003,0.9683859944343567,0.024116147309541702,0.8521044245871493,3,3
0.5511048436164856,0.3537445068359375,1.6227240562438965,23.638930840188735,7,4
0.9521279335021973,0.9062602519989014,0.04905586317181587,2.2835307872280026,2,2
0.9093799591064453,0.8570595383644104,0.09499229490756989,3.0177625564870123,8,8
0.9405391216278076,0.916897714138031,0.0613020621240139,1.8889177448067531,4,4
0.5534783005714417,0.18904322385787964,0.5915327072143555,15.602438930753465,5,5
0.9702402353286743,0.9540231227874756,0.0302115511149168,1.0662104561702113,4,4
0.9988915324211121,0.9983958005905151,0.0011091040214523673,0.048449764664138834,6,6
0.9905823469161987,0.9853472113609314,0.009462270885705948,0.30505580640274227,7,7
0.7968221306800842,0.6268295645713806,0.22712379693984985,6.56986352180767,2,2
0.9992483258247375,0.9988287091255188,0.0007519278442487121,0.029015324086858998,6,6
0.9761082530021667,0.9577124118804932,0.024181777611374855,1.1474027830225013,9,9
0.45102694630622864,0.1632964313030243,1.937990665435791,31.672455093330925,8,6
0.7575841546058655,0.6786437034606934,0.27762067317962646,9.020110881845998,9,9
0.9646579027175903,0.9466280341148376,0.03598177060484886,1.132352696994685,7,7
0.5426759123802185,0.1996699869632721,2.393758773803711,38.206792585353135,2,7
0.9505283832550049,0.9267440438270569,0.05073723569512367,1.8974940717368451,5,5
0.8546226620674133,0.7361176609992981,0.15709520876407623,6.496183704863003,5,5
0.6149526238441467,0.46267133951187134,0.48621004819869995,11.58454649024198,9,9
0.9795809388160706,0.9634301662445068,0.02063041925430298,0.8610834364346837,0,0
0.9949563145637512,0.9907532334327698,0.005056450609117746,0.2358466355895981,0,0
0.9650530815124512,0.9347931146621704,0.03557218611240387,1.6568814055319778,2,2
0.9999940395355225,0.9999902248382568,5.960446742392378e-06,0.000300766821073361,0,0
0.9351949691772461,0.9110528826713562,0.06700026988983154,1.8666080854056437,7,7
0.9855910539627075,0.9776657819747925,0.014513753354549408,0.4511826157778991,6,6
0.9978110194206238,0.9967424273490906,0.0021914057433605194,0.07212611609308868,8,8
0.9892628788948059,0.9838451147079468,0.010795170441269875,0.4620482113719223,9,9
0.9815613627433777,0.9703648090362549,0.018610740080475807,0.8397259026976506,7,7
0.9932882189750671,0.9910153150558472,0.006734413094818592,0.25854028645911903,8,8
0.999545156955719,0.9993503093719482,0.0004549183649942279,0.01923607427657787,0,0
0.9106340408325195,0.868945300579071,0.09361415356397629,3.5722303057476203,8,8
0.9824454188346863,0.9760032892227173,0.017710519954562187,0.4848666852151204,1,1
0.9698179364204407,0.9581294059753418,0.030646922066807747,0.7352603251029565,1,1
0.9920742511749268,0.9888665080070496,0.007957305759191513,0.26246549105814193,2,2
0.9759482741355896,0.966164231300354,0.02434571646153927,0.7307274033357625,1,1
0.97385174036026,0.9591127634048462,0.026496198028326035,0.7447786418684493,1,1
0.9825516939163208,0.9669195413589478,0.01760229840874672,0.729388505234912,6,6
0.9240416288375854,0.8885784149169922,0.0789981484413147,2.031931223255779,7,7
0.9871537089347839,0.9782595038414001,0.012929534539580345,0.5960393392226708,3,3
0.9996390342712402,0.9993813037872314,0.0003610197745729238,0.0172739136085958,6,6
0.9987854361534119,0.9978743195533752,0.0012153151910752058,0.049191323103284355,7,7
0.998891294002533,0.9981512427330017,0.0011093420907855034,0.04892723217310005,7,7
0.9895051121711731,0.9811777472496033,0.010550319217145443,0.509244875414577,8,8
0.9980220794677734,0.9971945285797119,0.001979893073439598,0.08356960829051337,3,3
0.6334812641143799,0.3435007929801941,0.4565248191356659,15.577712180454771,8,8
0.9974431991577148,0.9957351088523865,0.002560077467933297,0.10853312875305224,5,5
0.9570993185043335,0.9261444211006165,0.04384811222553253,1.838751579477919,3,3
0.6181053519248962,0.3018951714038849,3.043574333190918,32.84885651979619,1,3
0.34029626846313477,0.017398536205291748,1.0779386758804321,30.595633947923197,5,5
0.9705683588981628,0.9594915509223938,0.02987341396510601,0.7898573350623631,0,0
0.7243726849555969,0.46266213059425354,0.322449266910553,14.304559924879982,3,3
0.9994926452636719,0.9992424249649048,0.000507464399561286,0.02278937206746567,6,6
0.7699400782585144,0.6577092409133911,0.2614426016807556,6.67215497429915,4,4
0.8918479084968567,0.8166064023971558,0.11445968598127365,4.528772711020941,8,8
0.9849793314933777,0.978206217288971,0.015134620480239391,0.47853593494281127,1,1
0.7446733713150024,0.5693846940994263,0.2948095500469208,9.68180697543449,8,8
0.6231661438941956,0.3441520929336548,0.4729420840740204,11.979047061866957,7,7
0.9162779450416565,0.8517946600914001,0.0874355211853981,4.2181903790376065,5,5
0.9072881937026978,0.8310016989707947,0.0972951278090477,3.1407798346378546,3,3
0.9939945340156555,0.99031662940979,0.006023586727678776,0.20401629864833995,4,4
0.9914104342460632,0.9858371019363403,0.008626694791018963,0.31449010433662034,6,6
0.7036977410316467,0.5801795721054077,0.3514063358306885,9.157967438886926,2,2
0.9788814783096313,0.9732293486595154,0.021344712004065514,0.5807872225820241,0,0
0.9964538812637329,0.9939605593681335,0.003552437527105212,0.16525642699736987,2,2
0.5397513508796692,0.2984364926815033,1.4216527938842773,21.61317487847441,7,4
0.986580491065979,0.9809977412223816,0.013510341756045818,0.524826140742892,6,6
0.6612824201583862,0.5003988742828369,1.8289083242416382,35.86799499992769,7,9
0.9977462887763977,0.9966903924942017,0.00225623045116663,0.07180851789458126,2,2
0.48656317591667175,0.210980623960495,0.7203885316848755,17.050840768096645,8,8
0.9905429482460022,0.98505699634552,0.009502064436674118,0.32121160131036325,3,3
0.3212001323699951,0.192945197224617,1.1356908082962036,16.53621010539599,8,8
0.9567998647689819,0.9411365389823914,0.04416102543473244,1.77665979595124,8,8
0.9761173725128174,0.9669848084449768,0.024172468110919,0.8207991535511072,9,9
0.8586857318878174,0.7958956360816956,0.15235230326652527,4.354732461337804,4,4
0.9992955923080444,0.9989990592002869,0.0007046362152323127,0.03437068834490616,0,0
0.9416570663452148,0.8858435153961182,0.06011410802602768,2.4339950848853014,2,2
0.9962598085403442,0.9946444630622864,0.0037472285330295563,0.14411988920305488,2,2
0.5610971450805664,0.30908024311065674,5.901249408721924,45.02848670811408,4,2
0.949123203754425,0.9099336266517639,0.052216675132513046,1.9632995626220948,4,4
0.9543697834014893,0.9411426186561584,0.04670405387878418,1.3096995630095232,6,6
0.9789172410964966,0.9734545946121216,0.021308187395334244,0.4826935065038152,1,1
0.9654532670974731,0.9466750621795654,0.03515759855508804,1.0528238402235826,6,6
0.7997063994407654,0.6058591604232788,0.22351065278053284,10.13830788995149,3,3
0.9978532195091248,0.9967202544212341,0.0021490592043846846,0.09886238671011964,0,0
0.9710782766342163,0.9603886008262634,0.029348226264119148,0.8282115369475594,3,3
0.9297055602073669,0.9046846032142639,0.07288731634616852,2.6304757169083395,6,6
0.9833626747131348,0.9760833978652954,0.016777250915765762,0.63775720792968,5,5
0.9660254120826721,0.9359038472175598,0.034565165638923645,1.449647288245018,3,3
0.5377368927001953,0.3102436363697052,0.6203859448432922,20.517038654000736,3,3
0.8909623026847839,0.8302615284919739,0.11545314639806747,3.1293609716957675,9,9
0.4760758578777313,0.06439569592475891,0.7421780824661255,18.061041184377466,5,5
0.9964354038238525,0.9936081767082214,0.0035709680523723364,0.17410886618244462,6,6
0.9905663132667542,0.9840220808982849,0.009478447958827019,0.41859786360167095,4,4
0.9888835549354553,0.9846093654632568,0.011178720742464066,0.3266941491465347,1,1
0.9891085624694824,0.9786642789840698,0.010951178148388863,0.5004325268204455,7,7
0.9756196737289429,0.9528148174285889,0.02468247152864933,1.1372249525320348,9,9
0.9301238059997559,0.8884595036506653,0.0724375769495964,2.096632770008435,4,4
0.954311728477478,0.9163819551467896,0.04676491767168045,2.033611082762937,2,2
0.9015179872512817,0.8151960968971252,0.10367525368928909,3.4395103622024834,4,4
0.9565418362617493,0.9173741340637207,0.04443074017763138,1.876688215871961,2,2
0.9976614713668823,0.9963926672935486,0.0023412692826241255,0.0994278449364424,0,0
0.9305737614631653,0.8914531469345093,0.0719539150595665,3.0499000526037694,5,5
0.9426509141921997,0.9216501116752625,0.0590592585504055,2.3276652330831684,8,8
0.560468316078186,0.37995845079421997,0.5789825916290283,13.004954455673175,4,4
0.9547585844993591,0.9292779564857483,0.04629678651690483,1.563616106759556,3,3
0.9944907426834106,0.9916484951972961,0.005524486768990755,0.22173196014693228,2,2
0.9076693058013916,0.864607572555542,0.09687516838312149,3.49398229508559,2,2
0.7239712476730347,0.505897581577301,0.3230035901069641,10.95630637140709,9,9
0.9998261332511902,0.9997429847717285,0.00017391123401466757,0.006836812263557086,0,0
0.9899486303329468,0.9862262010574341,0.010102213360369205,0.3120823549538413,1,1
0.9858958125114441,0.9790222644805908,0.014204584993422031,0.4220283278803088,7,7
0.980751633644104,0.974921703338623,0.019436031579971313,0.7425420340115397,9,9
0.48469850420951843,0.10058876872062683,0.7242282629013062,21.27860433958632,5,5
0.7473114132881165,0.6490263342857361,0.291273295879364,7.503739701612735,3,3
0.992259681224823,0.9847893118858337,0.00777043029665947,0.3940208600761001,0,0
0.9713086485862732,0.9490653276443481,0.029111003503203392,1.0295635548997326,1,1
0.993753969669342,0.9900509119033813,0.006265639793127775,0.26098597264947554,2,2
0.9725836515426636,0.9631583094596863,0.027799179777503014,0.8386259186608419,0,0
0.9935442209243774,0.991511881351471,0.0064767212606966496,0.2473769014431564,5,5
0.9597243666648865,0.946507453918457,0.04110916331410408,1.171392908878277,4,4
0.9890353083610535,0.9852137565612793,0.01102522388100624,0.3347085889103698,1,1
0.9860475063323975,0.9807870388031006,0.014050728641450405,0.6113794275019218,8,8
0.7364753484725952,0.5216833353042603,0.30587953329086304,9.867014075029198,6,6
0.9967650175094604,0.9951649308204651,0.003240217687562108,0.125205004250176,0,0
0.9725406169891357,0.9596142172813416,0.027843467891216278,1.0168648371788753,1,1
0.984370768070221,0.9715911149978638,0.0157526396214962,0.6303144124402269,6,6
0.9875841736793518,0.9784776568412781,0.012493560090661049,0.45485387322061654,6,6
0.5462274551391602,0.11434429883956909,0.6047197580337524,17.599185507836328,9,9
0.9614667296409607,0.9469836354255676,0.039295293390750885,0.8971754430926628,1,1
0.9862284660339355,0.9788358807563782,0.01386722270399332,0.4714200336740205,6,6
0.4798559844493866,0.09743940830230713,0.7342692613601685,23.089715236983732,0,0
0.9992644190788269,0.9989268183708191,0.0007358465809375048,0.029920618635350393,0,0
0.9985014200210571,0.9979111552238464,0.0014997198013588786,0.06901129998704342,8,8
0.9949771761894226,0.9936294555664062,0.005035456735640764,0.1626053945766941,8,8
0.9973143935203552,0.9957553148269653,0.002689199522137642,0.12501373587857897,8,8
0.9843573570251465,0.9757701754570007,0.01576625183224678,0.4535144416786637,4,4
0.9977359771728516,0.9968077540397644,0.0022665781434625387,0.06098137890601578,4,4
0.9890538454055786,0.9853913187980652,0.011006477288901806,0.3222971945827482,6,6
0.9758885502815247,0.9652459025382996,0.024406911805272102,0.7468257781333139,0,0
0.9832225441932678,0.9740296602249146,0.016919786110520363,0.6730380421447656,4,4
0.9915585517883301,0.9879311323165894,0.008477297611534595,0.2946905691129021,0,0
0.7601867914199829,0.5924638509750366,0.27419111132621765,6.697747979448356,6,6
0.977259635925293,0.9581643342971802,0.023002926260232925,1.1411891481691108,5,5
0.9187462329864502,0.8836844563484192,0.08474531769752502,3.094860051091095,9,9
0.9337401986122131,0.9053023457527161,0.06855704635381699,1.7460985274016003,4,4
0.9755938649177551,0.9530900120735168,0.02470887079834938,1.005723441755067,4,4
0.9421793222427368,0.9157519340515137,0.059559643268585205,1.784904297049625,1,1
0.995875895023346,0.9925821423530579,0.0041326601058244705,0.15430636470857326,4,4
0.8505725264549255,0.7677942514419556,0.1618456244468689,5.250324780808539,5,5
0.9940949082374573,0.9907156825065613,0.005922625306993723,0.21950418412558295,6,6
0.984636664390564,0.9789906740188599,0.015482589602470398,0.5358929189270961,6,6
0.9938749670982361,0.9915030598640442,0.006143850274384022,0.22008579808183862,3,3
0.9352529048919678,0.9145041704177856,0.06693828105926514,1.8518738163544857,3,3
0.97186678647995,0.9484319090843201,0.02853652462363243,1.154711878496961,7,7
0.8245790004730225,0.746666431427002,0.19288231432437897,6.775216661508874,9,9
0.9953599572181702,0.9937428832054138,0.0046508475206792355,0.1464042202847465,4,4
0.8683668375015259,0.7980755567550659,0.14114099740982056,4.033404630464136,2,2
0.902338981628418,0.8568663597106934,0.10276500135660172,2.555667929312267,7,7
0.8658881783485413,0.7996405959129333,0.14399947226047516,4.996039534674782,1,1
0.9953672885894775,0.9911583662033081,0.0046434905380010605,0.22844804625015025,6,6
0.9771273732185364,0.9686415791511536,0.023138288408517838,0.5372188578149175,1,1
0.9931864738464355,0.989080548286438,0.006836831569671631,0.2930920381953846,9,9
0.9935223460197449,0.9873972535133362,0.006498750764876604,0.2871298288137509,3,3
0.8899635076522827,0.7969953417778015,0.11657484620809555,5.508803097488617,9,9
0.9975337982177734,0.9965661764144897,0.002469230443239212,0.09587833475344809,7,7
0.9595159888267517,0.9343952536582947,0.041326284408569336,1.401865549273589,9,9
0.9796374440193176,0.9606161117553711,0.020572731271386147,0.8753571178623586,7,7
0.9464489817619324,0.9290640354156494,0.055038243532180786,1.6531357391143704,7,7
0.9771679639816284,0.9652777314186096,0.023096702992916107,0.9129978151860847,8,8
0.9359116554260254,0.8804236650466919,0.06623419374227524,2.4069769146761923,7,7
0.9997976422309875,0.9997283220291138,0.00020239688456058502,0.008206103867581133,0,0
0.9896373152732849,0.9851841330528259,0.010416781529784203,0.3556212408194956,2,2
0.9981997013092041,0.997591495513916,0.0018018929986283183,0.07248667247473164,8,8
0.9607692360877991,0.9500852823257446,0.040021006017923355,0.9593363940923398,7,7
0.9895889759063721,0.9840312600135803,0.010465621016919613,0.44152384465221794,3,3
0.9833279848098755,0.9755704998970032,0.016812535002827644,0.5865454710821781,2,2
0.9529848098754883,0.9336885213851929,0.048156291246414185,1.4450433198881292,8,8
0.9557446241378784,0.9353297352790833,0.04526451230049133,1.3579923747271934,0,0
0.9966719150543213,0.9955093264579773,0.003333608852699399,0.10976616738361628,7,7
0.3746837079524994,0.0036180317401885986,0.9913761615753174,32.02682990032266,8,9
0.9750156998634338,0.9662653803825378,0.025301707908511162,0.8490293755249383,6,6
0.9519280791282654,0.9195500016212463,0.049265820533037186,1.8911159814190845,4,4
0.9258960485458374,0.8628382086753845,0.07699330896139145,3.3503116745008574,1,1
0.9766520261764526,0.9664667248725891,0.023624835535883904,1.1106302700483721,9,9
0.9631554484367371,0.9339138865470886,0.03754047676920891,1.6393444357343239,5,5
0.9745231866836548,0.9649268388748169,0.025806952267885208,0.8066738140157707,7,7
0.8696125745773315,0.7800722718238831,0.1397075057029724,4.307676579552607,9,9
0.9808372855186462,0.9720557928085327,0.019348692148923874,0.5114945826151647,1,1
0.9671773910522461,0.9543354511260986,0.03337336331605911,0.942934089799263,3,3
0.8596835136413574,0.808567464351654,0.15119093656539917,3.9407441862699764,4,4
0.9667821526527405,0.9573788046836853,0.033782120794057846,0.7538135977820049,1,1
0.7913925051689148,0.6562542915344238,0.23396119475364685,6.888432557280893,9,9
0.9977166652679443,0.9958125352859497,0.002285965019837022,0.0960388116264117,7,7
0.9853606820106506,0.975676417350769,0.014747533947229385,0.6843377118941434,8,8
0.794448971748352,0.5919528007507324,0.23010653257369995,10.812538204292638,7,7
0.890851616859436,0.824529230594635,0.11557740718126297,4.196345464457769,9,9
0.8819883465766907,0.8018949031829834,0.1255764216184616,4.528983020675909,4,4
0.9762660264968872,0.9543694257736206,0.024020139127969742,1.0608521101007953,7,7
0.8733482956886292,0.804469108581543,0.13542085886001587,5.617240057484653,0,0
0.9839584827423096,0.97471022605896,0.016171595081686974,0.6238353417403435,3,3
0.564042866230011,0.16689154505729675,0.9234379529953003,22.26765673604341,4,9
0.9906309247016907,0.9832020401954651,0.009413263760507107,0.3743765205118351,7,7
0.9965103268623352,0.9941123723983765,0.0034957746975123882,0.14683124444238088,2,2
0.9987609386444092,0.9983133673667908,0.0012398421531543136,0.035910991164312255,4,4
0.9835031032562256,0.9744461178779602,0.016634458675980568,0.5546629821757907,9,9
0.9060132503509521,0.8460606336593628,0.0987013652920723,3.4199476161799724,2,2
0.984062671661377,0.9719839096069336,0.016065670177340508,0.6484237566534284,9,9
0.9632159471511841,0.945318341255188,0.03747767210006714,1.403900572610643,9,9
0.9653986096382141,0.9394444823265076,0.035214222967624664,1.37780344374618,4,4
0.9988422989845276,0.9979650974273682,0.001158400671556592,0.05140722216767787,4,4
0.9895679354667664,0.9808328747749329,0.010486855171620846,0.5407451018077003,3,3
0.9567528367042542,0.9325804114341736,0.04421018436551094,1.5167714077104706,8,8
0.9952124357223511,0.9932758212089539,0.004799037706106901,0.1686947364131609,3,3
0.9871006011962891,0.9812635779380798,0.012983311899006367,0.431128612556451,5,5
0.998310923576355,0.9973785281181335,0.0016905077500268817,0.0692848525105596,2,2
0.9929448962211609,0.9873471260070801,0.007080107927322388,0.3231039067614708,2,2
0.9832010865211487,0.9742092490196228,0.016941586509346962,0.5774696089055578,4,4
0.35358303785324097,0.0334300696849823,1.0396368503570557,23.063178905733235,9,9
0.9679733514785767,0.9464107155799866,0.03255072981119156,1.1488532358298795,9,9
0.991692304611206,0.9844750761985779,0.008342418819665909,0.35892933397310794,7,7
0.9355801343917847,0.9000660181045532,0.06658846884965897,2.6145918876317364,7,7
0.8345215320587158,0.737272322177887,0.18089672923088074,5.955129316769831,5,5
0.9466512203216553,0.9225993156433105,0.054824527353048325,1.545003204450889,6,6
0.9818763136863708,0.9750580191612244,0.0182899609208107,0.6323891970738654,3,3
0.5429359078407288,0.12244084477424622,0.6107640266418457,25.042906601356815,3,3
0.9615775346755981,0.9363561272621155,0.039180099964141846,1.4083954864117993,2,2
0.7212038636207581,0.5653583407402039,0.3268333971500397,8.459587472867536,7,7
0.989621639251709,0.9845343828201294,0.010432589799165726,0.30488997480908436,6,6
0.993907630443573,0.9888345003128052,0.006111031398177147,0.28835575898560806,3,3
0.9878881573677063,0.9801849126815796,0.012185769155621529,0.5067992575622757,0,0
0.9985232949256897,0.9975246787071228,0.0014778178883716464,0.07364671871551794,8,8
0.9834402799606323,0.9748337268829346,0.016698352992534637,0.6343919826074401,7,7
0.9921144247055054,0.9877457022666931,0.007916858419775963,0.35074160275910465,4,4
0.8457991480827332,0.8047561645507812,0.16747336089611053,4.300947103309159,9,9
0.9363005757331848,0.9123777151107788,0.06581873446702957,2.4276826597305643,1,1
0.8713905215263367,0.7643786668777466,0.1376650631427765,4.719211523114017,9,9
0.8342207074165344,0.7094604969024658,0.18125729262828827,5.707076946238488,5,5
0.9539920687675476,0.9313773512840271,0.04709989205002785,1.7575581946650223,9,9
0.9697260856628418,0.9525114297866821,0.030741602182388306,1.133784014923873,2,2
0.9853255152702332,0.9813217520713806,0.014783242717385292,0.5594504307416929,8,8
0.38988709449768066,0.03208151459693909,1.0277655124664307,28.843693523636063,8,3
0.9659148454666138,0.9509361386299133,0.03467962518334389,0.9561655564057748,6,6
0.9933958649635315,0.9913256764411926,0.00662606256082654,0.20370309684544982,1,1
0.9773427248001099,0.9621663093566895,0.02291787974536419,0.8527855277708033,9,9
0.9954309463500977,0.9934948086738586,0.00457953242585063,0.1780156722202849,5,5
0.999680757522583,0.9994978308677673,0.00031931069679558277,0.012399333645855165,3,3
0.9995637536048889,0.9993466734886169,0.0004363300104159862,0.0166793054238283,0,0
0.7677323818206787,0.5570507049560547,0.26431405544281006,11.068317869536603,5,5
0.9472695589065552,0.8994286060333252,0.054171591997146606,2.0221639086528236,4,4
